_id,ID,APT,COMUNE_CODICE,COMUNE,DENOMINAZIONE,TIPOLOGIA,CATEGORIA,INDIRIZZO,FRAZIONE,CAP,PROV,TELEFONO,TELEFONO2,FAX,WEB,EMAIL,COORDX,COORDY,TOTALE_UNITA,TOTALE_LETTI,TOTALE_BAGNI
1585,18768,7,054024,GUBBIO,Villa Serena,Bed & Breakfast,Bed & Breakfast,Frazione Petroia 58,SCRITTO,06024,PG,347/6527397,,,www.agrigubbio.it,lellamaranga@gmail.com,,,0,0,0
1586,9586,5,054025,LISCIANO NICCONE,AGRITURISMO CASELLE  di Giannetti Beatrice,Agriturismo,Agriturismo,Il Palazzo di Villa Corgna-Loc. Pian di Marte 51,PIAN DI MARTE,06060,PG,0575-619092,,,,belleri.enzo@libero.it,2291898.81727,4788849.7929,1,7,2
1587,17501,5,054025,LISCIANO NICCONE,ANNA,Bed & Breakfast,Bed & Breakfast,LOC. GOSPARINI 18,,06060,PG,075.844119,338/7594778,,www.loscoiattolo.it,info@loscoiattololisciano.it,,,3,7,2
1588,15422,5,054025,LISCIANO NICCONE,CASA SIMONCELLI,Bed & Breakfast,Bed & Breakfast,SAN  MARTINO 36,CROCICCHIE,06060,PG,075.844467,075.844361,,,,2290120.79081,4793258.88407,3,7,3
1589,9077,5,054025,LISCIANO NICCONE,CASINA SERENA,Bed & Breakfast,Bed & Breakfast,VIA SAN MARTINO 12,SAN MARTINO,06060,PG,075.844341,,,,sfaluomi@libero.it,2290508.19746,4792925.08582,1,2,1
1590,18648,5,054025,LISCIANO NICCONE,CIELO CHIARO,Affittacamere,Affittacamere,Via San Martino 44,,06060,PG,334/3932533,,,,mariannenewel@tiscali.it,,,3,6,3
1591,16280,5,054025,LISCIANO NICCONE,L' ESSICCATOIO ( Ag il Palazzo),Agriturismo,Agriturismo,VIA  DEL  PALAZZO 14,,06060,PG,075.844114,,075.844114,,info@il-palazzo.it,2287792.52106,4792396.18479,5,18,6
1592,5582,5,054025,LISCIANO NICCONE,LA CASCINA,Case e appartamenti per vacanze,Case e appartamenti per vacanze,VOC. LA FABBRICA ,,06060,PG,068278616,,06.86398978,,felice.errighi@tin.it,2288231.94078,4792294.20107,4,9,4
1593,15535,5,054025,LISCIANO NICCONE,LA CIMA TRASIMENA,Albergo,3 stelle,CIMA GOSPARINI 20/21,COSPARINI,06060,PG,075.7826700,3664851237,075.7823733,www.lacimatrasimena.it,lacimatrasimena@gmail.com,2288231.94078,4792294.20107,23,46,28
1594,13510,5,054025,LISCIANO NICCONE,LA SILVANELLA,Bed & Breakfast,Bed & Breakfast,LOC. LE NEBBIE - GOSPARINI 54,,06060,PG,348/4150913,,,www.lasilvanella.com,bblasilvanella@libero.it,2288231.94078,4792294.20107,3,6,2
1595,14216,5,054025,LISCIANO NICCONE,LA STAMPA,Affittacamere,Affittacamere,Voc. Villa Stampa 23,PIAN DI MARTE,06060,PG,075-844265,,075-844265,,info@villastampa.it,2288231.94078,4792294.20107,6,11,3
1596,13379,5,054025,LISCIANO NICCONE,LA TERRAZZA DI SAN MARTINO,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Loc. San Martino 53,SAN MARTINO,06060,PG,075-844348,,075-844348,,,2288231.94078,4792294.20107,3,7,3
1597,8826,5,054025,LISCIANO NICCONE,LA VILLETTA,Bed & Breakfast,Bed & Breakfast,SAN MARTINO 76,SAN MARTINO,06060,PG,,3343334296,,,villettaitalia@gmail.com,2338597.58869,4720946.00999,2,4,2
1598,16223,5,054025,LISCIANO NICCONE,LE CIME,Agriturismo,Agriturismo,VIA GOSPARINI 46,COSPARINI,06060,PG,075.844425,348/8282695,075.844427,www.agriturismo-umbria.com,lucapetriccione@gmail.com,2285429.56048,4791012.48217,7,28,9
1599,5562,5,054025,LISCIANO NICCONE,LE FORNACI,Agriturismo,Agriturismo,LOC. PANTANO 145,,06060,PG,075.844168,3318685673,075.844168,www.le-fornaci.it,info@le-fornaci.it,2288305.79139,4792164.45616,7,24,11
1600,5580,5,054025,LISCIANO NICCONE,LE QUERCE,Case e appartamenti per vacanze,Case e appartamenti per vacanze,VIA SAN MARTINO - LOC. CRETA 69,,06060,PG,075.844156,,,,,2290507.22796,4792922.6785,3,10,3
1601,8129,5,054025,LISCIANO NICCONE,LE SETTEVENE,Agriturismo,Agriturismo,VIA LISCIANO NICCONE 12,,06060,PG,339/7529088,,,,,2286750.71819,4792413.47516,2,9,2
1602,16667,4,054026,MAGIONE,AZIENDA AGRICOLA PUCCIARELLA,Agriturismo,3 spighe,VIA CASE SPARSE 39,,06063,PG,0758409147,3473072559,,www.pucciarella.it,info@pucciarella.it,,,12,30,12
1603,14180,5,054025,LISCIANO NICCONE,MARILENA LA CASELLA,Agriturismo,Agriturismo,VOC. CASELLA 3,SAN MARTINO,06060,PG,3394513245,3333398090,No,www.marilenalacasella.com,info@marilenalacasella.com,2288218.1565,4792309.46086,6,24,6
1604,6709,5,054025,LISCIANO NICCONE,PUGNANO ALTO,Agriturismo,Agriturismo,SAN MARTINO - PUGNANO ALTO ,,06060,PG,075.844154,,075.844154,www.agriturismopugnanoalto.it,pugnanoalto@aruba.it,2290508.19746,4792925.08582,5,23,8
1605,15075,5,054025,LISCIANO NICCONE,VAL DI ROSE,Affittacamere,Affittacamere,VIA  CROCICCHIE 41,VAL DI ROSE,06060,PG,075.844473,3391089804,,www.bbavaldirose.it,info@bbavaldirose.it,2290927.74253,4790988.08727,6,12,6
1606,5554,5,054025,LISCIANO NICCONE,VILLA STAMPA,Agriturismo,Agriturismo,VILLA STAMPA - LOC. PIAN DI MARTE 14,,06060,PG,075.844265,,075.844265,www.villastampa.com,info@villastampa.com,2291516.4235,4789456.56862,4,14,4
1607,8973,4,054026,MAGIONE,AGRICOLA LA CORGNOLA,Case e appartamenti per vacanze,Case e appartamenti per vacanze,VIA CASE SPARSE 31,VILLA,06063,PG,0758409182,3357216304,0758409182,www.lacorgnola.it,lacorgnola@interfree.it,2290210.38751,4781399.45829,4,17,4
1608,17927,4,054026,MAGIONE,AGRITURISMO BORGO SPAGNOLI,Agriturismo,3 spighe,VIA F.LLI SCARDAMUCCI 4,MONTECOLOGNOLA,06063,PG,075843153,,,www.borgospagnoli.it,info@agriturismoborgospagnoli.com,,,6,30,8
1609,5236,4,054026,MAGIONE,ALBERGO RISTORANTE DA SETTIMIO DI VECCHINI FRANCESCO,Albergo,2 stelle,VIA LUNGOLAGO 1,SAN FELICIANO,06063,PG,0758476000,,0758478603,,dasettimio@tiscali.it,2289411.39714,4777932.84042,12,24,14
1610,5156,4,054026,MAGIONE,ALI SUL LAGO,Villaggio-Albergo,3 stelle,VIA DELLA CONCORDIA 22,SAN FELICIANO,06060,PG,0758479246.8,,0758479252,www.alilago.it,info@alilago.it,2289815.06774,4777504.80836,45,192,47
1611,14424,4,054026,MAGIONE,ALL'EMPORIO,Bed & Breakfast,Bed & Breakfast,VIA DEL POPOLO 6,TORRICELLA,06063,PG,0758400042,,0758400042,,info@casasullago.com,2291365.34906,4782396.79511,3,5,3
1612,17948,4,054026,MAGIONE,ALLOGGIO DEL GATTO,Affittacamere,Affittacamere,VIA DEL LAVORO 10/A,TORRICELLA,06063,PG,3404730763,,075840554,www.alloggiodelgatto.com,riccardo@alloggiodelgatto.com,,,2,4,2
1613,17463,4,054026,MAGIONE,ANTICO GIUNCHETO,Agriturismo,1 spiga,CASE SPARSE 19,CALIGIANA,06063,PG,0758409353,3490914544,,www.anticogiuncheto.it,fernandotrilli@hotmail.com,,,3,8,2
1614,18165,4,054026,MAGIONE,APPARTAMENTO 3 E 4,Affittacamere,Affittacamere,VIALE DEL LAVORO 10/A,TORRICELLA,06063,PG,3402735744,,,www.alloggiodelgatto.com,info@alloggiodelgatto.com,,,2,8,2
1615,16853,4,054026,MAGIONE,AZIENDA AGRARIA IPPOGRIFO,Agriturismo con area di sosta,Agriturismo,VIA CASE SPARSE 7,CALIGIANA,06063,PG,3487664890,,,www.fattoriaippogrifo.com,contatti@fattoriaippogrifo.com,,,7,22,6
1616,17200,4,054026,MAGIONE,B&B CASALE DELLE ROSE,Bed & Breakfast,Bed & Breakfast,LOC. CASE SPARSE 34,MONTE DEL LAGO,06063,PG,3473532462,,,www.casaledellerose.it,lucianogiampietro@libero.it,,,2,4,2
1617,18868,4,054026,MAGIONE,B&B MONIA,Bed & Breakfast,Bed & Breakfast,VIA CASE SPARSE 50,,06063,PG,3384198241,,075841454,,f.micci@osteriapinocchio.it,,,2,5,2
1618,7810,4,054026,MAGIONE,BELLA MAGIONE,Bed & Breakfast,Bed & Breakfast,VIA  CAVALIERI MALTA 22,,06063,PG,0758473088,,0758473088,www.bellamagione.it,info@bellamagione.it,2292836.28505,4780287.5284,3,6,3
1619,8105,4,054026,MAGIONE,BORGO SAN SAVINO,Affittacamere,Affittacamere,VIA CIRCONVALLAZIONE 28,SAN SAVINO,06063,PG,3334081290,,,www.borgosansavino.it,info@borgosansavino.it,2291392.89769,4776327.04768,2,6,2
1620,5183,4,054026,MAGIONE,CALONI PAOLA,Affittacamere,Affittacamere,VIA MARTIRI DELLA RESISTENZA 21,MONTECOLOGNOLA,06063,PG,075843150,,,,,2291403.42729,4781198.28766,6,12,6
1621,5224,4,054026,MAGIONE,CAMPING EDEN PARK,Campeggio,1 stella,VIALE DEL LAVORO 18/A,TORRICELLA,06063,PG,075843320,3495604152,075843320,www.campingedenpark.com,info@campingedenpark.com,2291274.05515,4782300.23926,40,160,12
1622,5229,4,054026,MAGIONE,CANTALODOLE,Albergo,2 stelle,VIA G.LEOPARDI 3/A,,06063,PG,0758472110,3486960139,075840458,www.hotel-cantalodole.com,info@hotel-cantalodole.com,2294358.11059,4780713.97562,33,66,33
1623,7343,4,054026,MAGIONE,CASA APPARTAMENTO VACANZE MONTE DEL LAGO,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Via della Strage 14,MONTE DEL LAGO,06063,PG,3387051982,3387051982,,,immobiliare.ifc@gmail.com,2289244.21671,4780823.05479,16,34,16
1624,18271,4,054026,MAGIONE,CASA DEI 5 SENSI,Affittacamere,Affittacamere,STRADA TORTUOSA 11,SAN FELICIANO,06063,PG,3356425291,,,,s.formica@archiworld.it,,,1,5,1
1625,5137,4,054026,MAGIONE,CASA SUL LAGO,Ostello della gioventu',Ostello della gioventu',VIA DEL LAVORO -LOC.TORRICELLA 10/A,TORRICELLA,06063,PG,0758400042,,0758400042,www.lacasasullago.com,info@lacasasullago.com,2291346.31082,4782444.60239,18,87,32
1626,9382,4,054026,MAGIONE,CASA TRASIMENO,Affittacamere,Affittacamere,VIA DEI ROMANI 16,SAN SAVINO,06063,PG,0758476094,3497361040,0758476269,,damassimo@perugiaonline.com,2291007.32167,4777093.71509,2,5,3
1627,17268,4,054026,MAGIONE,CASALE CONTE JACOPO,Affittacamere,Affittacamere,VIA CASE SPARSE 66,AGELLO,06063,PG,075695806,3929437511,,www.casalecontejacopo.it,info@casalecontejacopo.it,,,1,12,5
1628,7255,4,054026,MAGIONE,CASALE IL PICCHIO,Agriturismo,3 spighe,VIA CASE SPARSE 58,MONTECOLOGNOLA,06063,PG,075841595,3383823395,0757823429,www.casaleilpicchio.it,info@casaleilpicchio.it,2291012.97176,4777400.06407,4,29,11
1629,9616,4,054026,MAGIONE,CASALE della STAFFA,Agriturismo,4 spighe,Via Case Sparse 7,MONTEMELINO,06063,PG,3407414280,3933304026,,www.casaledellastaffa.com,scuderiadellastaffa@libero.it,2293367.65362,4780750.68985,8,24,8
1630,5228,4,054026,MAGIONE,CERQUESTRA,Camping village,3 stelle,STRADA PROVINCIALE TORRICELLA ,MONTE DEL LAGO,06060,PG,0758400100,,0758400409,www.campingcerquestra.it,info@campingcerquestra.it,2289797.82808,4781125.69698,115,398,78
1631,7322,4,054026,MAGIONE,COUNTRY  HOUSE I GIRASOLI,Country house,Country house,VOC. RIPA 24,,06063,PG,3495111981,0758479119,0758479119,www.countryhouseigirasoli.it,info@countryhouseigirasoli.it,2291322.15879,4774182.0104,6,14,8
1632,7979,4,054026,MAGIONE,DA FALIERO,Albergo,2 stelle,VIA CASE SPARSE - LOC. MONTEBUONO 23/C,,06063,PG,0758476528,,0758476529,www.hotelfaliero.it,info@hotelfaliero.it,2292820.38572,4780384.45558,13,25,14
1633,5235,4,054026,MAGIONE,DA SANTINO,Albergo,2 stelle,VIA DELLA STRAGE 14,MONTE DEL LAGO,06063,PG,3387051982,3387051982,,,immobiliare.ifc@gmail.com,2289098.64343,4780850.45088,19,44,19
1634,5278,4,054026,MAGIONE,DEPENDANCE GINA,Albergo,1 stella,VIA DEI MOLINI-LOC.CASENUOVE 73,,06063,PG,075841703,3824296865,075841703,,fiba.albergo.outlook.it,2292369.78501,4778200.38749,8,15,8
1635,18641,4,054026,MAGIONE,DEPENDANCE LA NOVELLA,Affittacamere,Affittacamere,VIA CASE SPARSE 40,MONTECOLOGNOLA,06063,PG,3661510821,,,,oriana.cardinali@hotmail.it,,,1,2,1
1636,18395,4,054026,MAGIONE,DIMORA FRA' GIOVANNI B&B,Bed & Breakfast,Bed & Breakfast,VIALE G. MATTEOTTI 38,,06063,PG,3291783775,,,www.dimorafragiovanni.com,info@dimorafragiovanni.com,,,3,7,3
1637,18394,4,054026,MAGIONE,DIMORA FRA' GIOVANNI RELAIS,Affittacamere,Affittacamere,VIALE G. MATTEOTTI 38,,06063,PG,3291783775,,,www.dimorafragiovanni.com,info@dimorafragiovanni.com,,,5,10,5
1638,7591,4,054026,MAGIONE,DOLCE AGOGIA,Affittacamere,Affittacamere,VIA CASE SPARSE 90,AGELLO,06063,PG,0755293077,3358352054,,,dolce.agogia@libero.it,2292783.09454,4781036.19388,1,3,1
1639,7592,4,054026,MAGIONE,FERNANDO SCATTINI,Affittacamere,Affittacamere,VIA CAVALIERI DI MALTA 22,,06063,PG,0758473088,,0758473088,www.bellamagione.it,info@bellamagione.it,2292836.28505,4780287.5284,2,4,2
1640,5150,4,054026,MAGIONE,GINA,Albergo,1 stella,VIA DELLA MOLINELLA-LOC.CASENUOVE 1/A,,06063,PG,075841703,3924296865,075841703,,fiba.albergo@outlook.it,2292416.96005,4778355.18971,10,20,10
1641,18553,4,054026,MAGIONE,I PINI HOUSE,Affittacamere,Affittacamere,VIA BOSCHI DEL QUARTO 32,VILLA,06063,PG,3356044009,,0755731757,,biaginisilvio@gmail.com,,,1,4,1
1642,18794,4,054026,MAGIONE,I TRE CASALI CASALFOSSO,Agriturismo,2 spighe,STRADA DELLE DUE CASE - MONTEBUONO 47,,06063,PG,3476320468,,,www.itrecasali.com,info@itrecasali.com,,,2,6,2
1643,9901,4,054026,MAGIONE,I TRE CASALI SAN FRANCESCO,Agriturismo,2 spighe,VIA CASE SPARSE - LOC. MONTEBUONO 5,,06063,PG,3476320468,,0758476524,www.itrecasali.com,info@itrecasali.com,2293277.2115,4781464.61076,3,11,5
1644,13415,4,054026,MAGIONE,IL  CARDELLINO,Agriturismo,Agriturismo,VIA CASE SPARSE - LOC. MONTE BITORNO 23/F,,06063,PG,0758409327,,0758409328,www.hotellerocce.com/ilcardellino,infohotel@hotellerocce.com,2296413.55097,4781292.2064,4,11,5
1645,16671,4,054026,MAGIONE,IL BORGO SUL LAGO,Case e appartamenti per vacanze,Case e appartamenti per vacanze,VIA CASE SPARSE 22-23,MONTE DEL LAGO,06063,PG,0758472124,3351266011,,www.ilborgosullago.com,info@ilborgosullago.com,,,11,34,14
1646,9207,4,054026,MAGIONE,IL CANTICO DELLA NATURA,Agriturismo,Agriturismo,VOC.LA PENNA 50,MONTESPERELLO,06063,PG,075841454,3487298363,07543296,www.ilcanticodellanatura.it,info@ilcanticodellanatura.it,2292691.32534,4780664.50045,12,30,10
1647,16739,4,054026,MAGIONE,IL CASALE DI MAGIONE,Affittacamere,Affittacamere,VIA FORMANUOVA 40,,06063,PG,075840479,3457110360,,www.il-casale.com,info@il-casale.com,,,5,10,5
1648,18664,4,054026,MAGIONE,IL GIACCHIO,Affittacamere,Affittacamere,AFFITTACAMERE 27,,06063,PG,3460154557,,,,emanuele.menegaldo@gmail.com,,,2,4,1
1649,13494,4,054026,MAGIONE,IL MELOGRANO DEL COLLE DI SOTTO,Agriturismo,Agriturismo,VIA CASE SPARSE 19/A,MONTEMELINO,06060,PG,0758473297,3474143997,0758473297,www.agriturismo-ilmelograno.it,info@agriturismo-ilmelograno.it,2291570.24513,4776974.77924,8,24,8
1650,9380,4,054026,MAGIONE,IL MULINO DELLE CANUTOLE,Agriturismo,Agriturismo,VIA CASE SPARSE 37,SOCCORSO,06063,PG,0755008220,,075841489,www.ilmulinodellecanutole.it,info@ilmulinodellecanutole.it,2291908.64281,4781246.49419,7,24,9
1651,15420,4,054026,MAGIONE,IL NESPOLO 2,Agriturismo,Agriturismo,VIA POMPILI 11,SAN SAVINO,06063,PG,3289613200,075843711,,,morettiaea@libero.it,2291081.925,4777390.65886,1,9,2
1652,7495,4,054026,MAGIONE,IL NESPOLO DI MORETTI ANDREA,Agriturismo,Agriturismo,LOC. CASE SPARSE 43,SAN SAVINO,06060,PG,075959138,3289613200,075959138,www.agriturismocozzano.com,morettiaea@libero.it,2291150.27951,4776622.50842,3,16,3
1653,18670,4,054026,MAGIONE,IL PODERONE,Affittacamere,Affittacamere,STRADA DELLA CACCIA 1,SAN FELICIANO,06063,PG,3471202603,3351984638,,,ilpoderonelillini@gmail.com,,,4,10,3
1654,16879,4,054026,MAGIONE,IL QUERCETO SUL TRASIMENO,Agriturismo,3 spighe,VIA CASE SPARSE 34,MONTECOLOGNOLA,06063,PG,3486956046,,,www.ilquerceto.net,e.plaz@virgilio.it,,,4,25,7
1655,15698,4,054026,MAGIONE,ISOLE E TRAMONTI,Bed & Breakfast,Bed & Breakfast,VIA CASE SPARSE 6,MONTE DEL LAGO,06063,PG,0758400184,3383440080,,www.isoletramonti.com,info@isoletramonti.com,2290106.07481,4780276.71688,3,8,3
1656,8057,4,054026,MAGIONE,LA CAPANNA DEI BORGIA,Country house,Country house,VIA CASE SPARSE - LOC. CALIGIANA 18/A,,06063,PG,3476473040,3456473812,,www.lacapannadeiborgia.com,info@lacapannadeiborgia.com,2290078.1204,4777277.01945,4,10,4
1657,8960,4,054026,MAGIONE,LA CASA DI CAMPAGNA,Agriturismo,5 spighe,VIA CASE SPARSE 57,MONTESPERELLO,06063,PG,0758472746,3357536326,0754656235,www.lacasadicampagna.it,info@lacasadicampagna.it,2292130.35559,4780483.89895,9,20,9
1658,16354,4,054026,MAGIONE,LA DIMORA DI AGILLA,Affittacamere,Affittacamere,STRADA DELLA ROCCA 25,SAN FELICIANO,06063,PG,3481573500,,,www.tramontisullago.it,info@tramontisullago.it,2290410.06237,4779463.9019,1,5,1
1659,18320,4,054026,MAGIONE,LA DIMORA SUL TRASIMENO,Affittacamere,Affittacamere,VIA DEL LAVORO 3,TORRICELLA,06063,PG,075840525,,3382341735,,giovanni.nicolletta@yahoo.it,,,3,6,3
1660,9698,4,054026,MAGIONE,LA FONTE DI MONTEBUONO,Agriturismo,4 spighe,VIA CASE SPARSE- LOC. MONTEBUONO 62/63,,06063,PG,0755280928,075840322,0758473024,www.fontedimontebuono.com,info@fontedimontebuono.it,2285756.39155,4774076.1858,11,30,18
1661,17379,4,054026,MAGIONE,LA FORESTERIA DELL'OASI,Rifugio escursionistico,Rifugio escursionistico,VIA DELL'EMISSARIO 117,SAN SAVINO,06063,PG,0758472865,,0758472865,,oasilavalle@gmail.com,,,2,12,2
1662,14842,4,054026,MAGIONE,LA FRONTIERA,Case e appartamenti per vacanze,Case e appartamenti per vacanze,VOC. FRONTIERA ,SAN FELICIANO,06063,PG,3356257939,,0755179072,,info@countryhousegradassi.it,2289469.63212,4777836.06476,19,76,19
1663,14238,4,054026,MAGIONE,LA POSTA DEL CAVALIERE,Case e appartamenti per vacanze,Case e appartamenti per vacanze,VIA SAN CARLO 1,,06063,PG,337647993,3482995588,,www.lapostadelcavaliere.com,cbelettro@libero.it,2292701.14983,4780427.74179,6,21,6
1664,5389,4,054026,MAGIONE,LA ROCCA RESIDENCE,Case e appartamenti per vacanze,Case e appartamenti per vacanze,STRADA DELLA ROCCA 35,SAN FELICIANO,06060,PG,0758400062,3339208944,0758400062,www.laroccaresidence.com,laroccaresidence@libero.it,2290642.2788,4779564.59684,6,24,12
1665,6625,4,054026,MAGIONE,LE CASE ROSSE DI MONTEBUONO,Agriturismo,Agriturismo,VIA CASE SPARSE - MONTEBUONO 15,,06063,PG,0758476105,3486400402,0755286736,www.lecaserosse.com,info@lecaserosse.com,2292502.46821,4773868.22363,9,30,12
1666,18226,4,054026,MAGIONE,LE PROFACOLE,Case e appartamenti per vacanze,Case e appartamenti per vacanze,VIA DELLA CONCORDIA 8,SAN FELICIANO,06063,PG,3456487150,,,,ambetina@hotmail.it,,,3,12,3
1667,5300,4,054026,MAGIONE,LE ROCCE,Albergo,3 stelle,VIA BOSCHI DEL QUARTO - LOC. VILLA 24,VILLA,06063,PG,0758409326.7,,0758409328,www.hotellerocce.com,infohotel@hotellerocce.com,2295943.82828,4781229.74967,39,81,43
1668,9666,4,054026,MAGIONE,LE TERRE DI ISA,Agriturismo,5 spighe,VIA CASE SPARSE - LOC. CASENUOVE 54,,06063,PG,0758476296,3897826716,,www.leterrediisa.com,info@leterrediisa.com,2292337.61921,4778761.05312,9,20,8
1669,5134,4,054026,MAGIONE,LE TRE ISOLE,Villaggio-Albergo,3 stelle,STRADA DELLA SANTOCCHIA 1,SAN FELICIANO,06060,PG,0758400127,349-1397221,0758400500,www.letreisole.it,info@letreisole.com,2289917.96337,4779165.06827,86,266,87
1670,8436,4,054026,MAGIONE,LEILAND,Affittacamere,Affittacamere,STRADA DELLA ROCCA 22,SAN FELICIANO,06063,PG,065806505,3496040889,,,mario.milani@unimi.it,2290227.2376,4779476.57317,1,7,2
1671,18313,4,054026,MAGIONE,LOCANDA DELLE FONTANELLE,Bed & Breakfast,Bed & Breakfast,VIA CASA SPARSE DI MONTEMELINO 25,MONTEMELINO,06063,PG,3345787773,,,,francescamaida167@gmail.com,,,3,6,3
1672,5226,4,054026,MAGIONE,PARCO DEI PINI,Campeggio,1 stella,VIA GANDHI 1,SAN FELICIANO,06063,PG,075843661,3388675337,0755838003,www.villaggioparcodeipini.it,info@villaggioparcodeipini.it,2283910.36886,4772983.74361,29,116,15
1673,5231,4,054026,MAGIONE,PEPPE E ROSELLA,Albergo,1 stella,VIA FRA' FILIPPO LONGO-LOC.BACANELLA 132,,06063,PG,075841366,,075841366,,sergiomoroni60@gmail.com,2295115.42628,4780021.86077,9,17,9
1674,9381,4,054026,MAGIONE,PICCOLO FIORE,Bed & Breakfast,Bed & Breakfast,VIA DELLA REPUBBLICA 9,AGELLO,06063,PG,075695685,3393781927,,,,2296484.54587,4781186.865,1,2,1
1675,9141,4,054026,MAGIONE,PODERE COLLESANTO,Agriturismo,2 spighe,VIA  MACERONE  - CASE SPARSE 13,COLLESANTO,06063,PG,3474883988,337643943,0755171094,www.poderecollesanto.it,poderecollesanto@libero.it,2289995.84353,4779819.22902,1,6,2
1676,6702,4,054026,MAGIONE,PODERE LA PAUCCA,Affittacamere,Affittacamere,VIA CASE SPARSE 23/F,VILLA,06063,PG,0758409328,,0758409328,,,2289610.90329,4780566.87031,1,7,3
1677,9115,4,054026,MAGIONE,PODERE MONTE PETRETO,Agriturismo,2 spighe,VIA CASE SPARSE 19,SAN SAVINO,06063,PG,075840527,3285388508,,www.montepetreto.it,info@montepetreto.it,2291553.86347,4776968.36111,6,24,7
1678,18360,4,054026,MAGIONE,PODERE PARADISO,Agriturismo,2 spighe,VIA CASE SPARSE 23,MONTECOLOGNOLA,06063,PG,3387911706,3475803707,,www.podereparadiso.it,giacomotuseddu@yahoo.it,,,4,8,4
1679,5263,4,054026,MAGIONE,POLVESE,Camping village,3 stelle,VIA MONTIVALLE ,SANT'ARCANGELO,06063,PG,075848078,,075848050,www.polvese.com,polvese@polvese.com,2287365.59669,4773881.52755,181,724,144
1680,14240,4,054026,MAGIONE,RELAIS LA ROSETTA,Case e appartamenti per vacanze,Case e appartamenti per vacanze, VIALE DEL LAVORO 10,TORRICELLA,06063,PG,0758478178,3929324201,0758476540,www.larosetta.it,info@larosetta.it,2287880.47808,4773526.35524,7,28,7
1681,18160,4,054026,MAGIONE,RESIDENZA IL ROSETO,Agriturismo,4 spighe,VIA DELLA LIBERTA' 5/A,,06063,PG,0758472001,3490690500,0758472001,www.residenzailroseto.it,info@residenzailroseto.it,,,6,10,6
1682,5265,4,054026,MAGIONE,RIVA VERDE,Campeggio,1 stella,VIA GHANDI 5/7,SAN FELICIANO,06063,PG,3393179477,3393179477,,www.rivaverdecamping.com,rivaverdecamping@libero.it,2289541.67748,4778495.93797,80,320,19
1683,5225,4,054026,MAGIONE,RIVALAGO,Campeggio,1 stella,VIA DEL LAVORO - LOC. TORRICELLA 2,TORRICELLA,06063,PG,075840788,,075840788,www.campingrivalago.it,campingrivalago@live.it,2291453.17559,4782602.9849,40,160,9
1684,9669,4,054026,MAGIONE,SAN DONATO OSPITALITA',Affittacamere,Affittacamere,VIA BIAGIO DA CALIGIANA - LOC. CALIGIANA 7-9,,06063,PG,0758409340,,0758409340,,charliev@tiscalinet.it,2296940.0525,4783743.06932,2,6,3
1685,5233,4,054026,MAGIONE,SILVANA,Albergo,2 stelle,VIA MARTIRI DI BELFIORE 4,,06063,PG,075843617,3282646402,075843617,www.hotelsilvana.net,info@hotelsilvana.net,2292604.97253,4780101.01059,11,19,11
1686,5237,4,054026,MAGIONE,TORRICELLA,Albergo,3 stelle,VIA DEL LAVORO 61,TORRICELLA,06063,PG,075843602,,075841191,www.hoteltorricella.com,info@hoteltorricella.com,2291220.15279,4782084.27349,48,96,55
1687,5307,4,054026,MAGIONE,VECCHIO GRANAIO,Case e appartamenti per vacanze,Case e appartamenti per vacanze,LOC.COLLEARSICCIO DI SOTTO - VILLA 47,VILLA,06063,PG,0758409324,3486960139,075840458,www.agriturismovecchiogranaio.it,info@agriturismovecchiogranaio.it,2296688.66927,4779924.9608,8,18,8
1688,5234,4,054026,MAGIONE,VILLA CARPINE,Albergo,1 stella,CORSO MARCHESI 2,,06063,PG,075843539,3391601941,,www.albergovillacarpine.it,villacarpine@hotmail.com,2292603.75626,4780419.79474,8,14,10
1689,18819,4,054026,MAGIONE,VILLA GEMMA,Affittacamere,Affittacamere,VIA DELLA CACCIA 21,SAN FELICIANO,06063,PG,3398501156,3492261023,,,vivianafil@hotmail.it,,,2,4,2
1690,15663,4,054026,MAGIONE,VILLA IRENE,Bed & Breakfast,Bed & Breakfast,STRADA GIACOMO LEOPARDI 113,SOCCORSO,06063,PG,3314174246,3489125905,,,chiaraangeli@libero.it,2294384.65376,4780956.90071,3,6,4
1691,14784,4,054026,MAGIONE,VILLA MELISSA,Affittacamere,Affittacamere,LOC. CASE SPARSE 47,SANT'ARCANGELO,06063,PG,0755179152,3334635596,,,,2292895.69544,4779523.20469,1,4,1
1692,7632,4,054026,MAGIONE,VILLA ROSA,Affittacamere,Affittacamere,VIA CASE SPARSE 9,MONTEMELINO,06063,PG,075841814,,075841814,www.villarosaweb.com,meglino@libero.it,2290377.06069,4780614.92427,3,6,3
1693,5227,4,054026,MAGIONE,VILLAGGIO ITALGEST,Campeggio,4 stelle,VIA MARTIRI DI CEFALONIA ,SANT'ARCANGELO,06060,PG,075848238,3355426212,0758485077,www.italgest.com,camping@italgest.com,2288554.12027,4774563.39192,282,1220,142
1694,5306,4,054026,MAGIONE,VILLALAGO,Albergo,3 stelle,VIA MONTIVALLE ,SANT'ARCANGELO,06063,PG,075848078,,075848050,www.hotelvillalago.com,info@hotelvillalago.com,2287375.25759,4773862.85974,12,23,12
